,date,headline,story
953," Jan 31, 2018 ", A Better Way to Disrupt Health Care ," Medicaid beneficiaries.)The collective expertise of Amazon, Berkshire Hathaway and JPMorgan Chase might be capable of changing things. Amazon brings outstanding technological prowess and its partners... "
954," Jan 30, 2018 "," Amazon, Berkshire, JPMorgan to Form Health-Care Company "," Source: Bloomberg, 02:29Bloomberg’s Zach Tracer reports on Amazon, Berkshire and JPMorgan forming a health-care company and what it may mean for the health-care sector. He speaks with Alix Steel... "
955," Jan 30, 2018 "," Amazon, Berkshire, JPMorgan to Create Health-Care Company "," Amazon, Berkshire Hathaway and JPMorgan have announced plans to create an independent company focused on technology solutions “that will provide U.S. employees and their families with simplified... "
956," Jan 30, 2018 "," Health Stocks Fall After Amazon, JPMorgan, Berkshire Announce Health-Care Deal ", Health-care stocks plunged after three companies led by Internet giant Amazon.com Inc. said they plan to collaborate on developing ways to cut the cost of employee health care.Pharmacy-benefit... 
957," Jan 30, 2018 "," What Analysts Are Saying About the Amazon, Berkshire, JPMorgan Health Deal "," Corp. were roiled by news that Amazon.com Inc., Berkshire Hathaway Inc. and JPMorgan Chase & Co. were entering the space to aid their workers and cut costs. The “Amazon boogie-man” hit pharmacy benefit... "
958," Jan 30, 2018 "," Amazon, Berkshire, JPMorgan Health-Care Partnership Is 'Brilliant', Says Kirkpatrick "," 02:54David Kirkpatrick, chief executive officer at Techonomy, discusses how the partnership between Amazon, Berkshire Hathaway and JPMorgan Chase will impact the health-care industry. He speaks with Bloomberg’s... "
959," Feb 2, 2018 "," Online Retailers Are New Health Rage as Alibaba, Astra Link Up "," in China, the U.K.-based drugmaker’s second-largest market. Coming just days after a pledge by Amazon.com Inc., Berkshire Hathaway Inc. and JPMorgan Chase & Co. to collaborate on new approaches to... "
960," Feb 2, 2018 "," Online Retailers Are New Health Rage as Alibaba, Astra Link Up "," in China, the U.K.-based drugmaker’s second-largest market. Coming just days after a pledge by Amazon.com Inc., Berkshire Hathaway Inc. and JPMorgan Chase & Co. to collaborate on new approaches to... "
961," Jan 29, 2018 ", What Drew Amazon and Alibaba to Bricks-and-Mortar: Q&A ," giants are following smaller web retailers into what might appear to be the merchandising past. Amazon, Alibaba and most recently Alibaba’s rival, JD.com, are operating brick-and-mortar stores, joining... "
962," Feb 2, 2018 "," Manhattan Mansions, Mental Models and Memos ", Investment Plans at United Nations (Chief Investment Officer)How Amazon Rebuilt Itself Around Artificial Intelligence (Wired); see also What Amazon Does to Poor Cities (the Atlantic)When Mental Models Fail... 
963," Jan 31, 2018 "," Amazon, Berkshire, JPMorgan Health-Care Business No Joke: Charts "," Good morning! This is Fly Charts, the daily charts-only newsletter from Gadfly; sign up here. From from a not-so-super cycle to Wall Street's gender problem, here are four charts that tell you... "
964," Jan 30, 2018 ", Amazon/Berkshire/JPMorgan Health Venture: Incumbents Should Fear ," The great and oft-heralded Amazon.com Inc. foray into health care is here, and it's not what we expected.The company isn't diving headlong into drug distribution or becoming a pharmacy benefit... "
965," Feb 3, 2018 "," Glaxo, Reckitt Submit Only Bids for Pfizer's Consumer Unit "," about stagnant sales at the division as well as the challenge from online competitors such as Amazon.com Inc, the people said.Representatives for Glaxo and Reckitt declined to comment. A Sanofi... "
966," Feb 1, 2018 ", Bloomberg Markets: Galloway on Passing of Tech Baton ," Scott Galloway Professor of Marketing Stern School of Business at NYU Discussing why he thinks Amazon will pass Apple in value. This is a Bloomberg podcast. To download, watch or listen to this report... "
967," Jan 30, 2018 "," Amazon, Berkshire Hathaway & JPMorgan Collaborate on Health Care "," Source: Bloomberg, 01:30                                                                                                                        Some of the biggest names in business are collaborating... "
968," Jan 30, 2018 "," Amazon, Berkshire, JPMorgan Link Up to Form New Health-Care Company "," reports on Amazon, Berkshire and JPMorgan forming a health-care company.(Source: Bloomberg)The health-care industry has been nervously eyeing the prospect of competition from Amazon for months... "
969," Jan 29, 2018 "," The Cable - Theresa May, Cryptocurrencies & Amazon "," Global Macro Strategist for Bloomberg, and Cameron Crise, Macro Strategist for Bloomberg, about Amazon, Cryptocurrencies, and the week ahead. This is a Bloomberg podcast. To download, watch or listen... "
970," Jan 31, 2018 ", CDC Director Steps Down After Tobacco Stock Purchases (Audio) ," controversy over her investments in tobacco. Plus, a look at the new healthcare venture started by Amazon, Berkshire Hathaway, and JP Morgan. He speaks with Bloomberg’s Amy Morris and Peter Barnes on... "
971," Jan 29, 2018 "," Amazon Expands Delivery Trial That Could Hurt FedEx, UPS "," cities.Fulfillment By Amazon lets merchants send inventory to Amazon warehouses and pay Amazon to handle storage, packing and delivery. About half of the items sold on Amazon come from independent... "
972," Feb 2, 2018 ", Dot-Com Parallels Unfair as Tech Stocks Seen Supported by Profit ," expanded but companies had little or no earnings.”Apple Inc., Alphabet Inc., Microsoft Corp., Amazon.com Inc. and Facebook Inc. -- the biggest players in technology and the five largest U.S. companies... "
973," Jan 28, 2018 "," 3 Charts to Know: Facebook, Amazon, Apple Earnings Preview "," earnings with Facebook, Amazon, Apple, Alphabet, Microsoft and Alibaba reporting results for the last quarter of 2017. Investors will want to watch Facebook's falling ad load, Amazon's better-than-expected... "
974," Jan 30, 2018 ", How Tech Can Help Employers Control Health Care Costs ,"                                         Collective Health CEO Ali Diab discusses the plan by Amazon, Berkshire Hathaway and JPMorgan to create an independent company focused on technology solutions... "
975," Jan 30, 2018 ", Everything You Need to Know This Morning From Daybreak (Podcast) ," market turbulence. And Apple’s bad week just got worse. Bloomberg’s Michael Moore discusses Amazon’s health care venture with host Ramy Inocencio.To listen to this podcast, click here. (Run time... "
976," Jan 30, 2018 ", Everything You Need to Know This Morning From Daybreak (Podcast) ," Americas, to take over from Dan Och as head of the business. Bloomberg’s Michael Moore discusses Amazon’s health care venture with host Ramy Inocencio.To listen to this podcast, click here. (Run time... "
977," Feb 2, 2018 ", Bloomberg’s Week in Pictures ," business leaders, Trade Secretary Liam Fox, a clutch of officials and her husband. We also tour Amazon.com’s Spheres, a new gathering and working space for the company’s employees located in the heart... "
978," Feb 1, 2018 ", Alibaba Leads $300 Million Funding for India's Top Online Grocer , from a wide swath of companies and held initial investment discussions with global retailers Amazon.com Inc. and rival Walmart Inc. before the Chinese e-commerce giant arrived on the scene.Grocery... 
979," Feb 2, 2018 ", Traders Are Asking If the Bond and Stock Selloff Is the Start of Something Big , Bulls hoping for a broader celebration of brisk iPhone X demand at Apple or surging holiday sales Amazon.com were disappointed. Even the seventh straight weekly upgrades to S&P 500 earnings estimates... 
980," Feb 2, 2018 ", BT Group's IT Unit Weakness Drags Down Quarterly Revenue , It’s cut thousands of jobs and shuffled management to better compete with web giants including Amazon.com Inc. The low-margin unit accounted for 20 percent of revenue but only 6.5 percent of profit... 
981," Feb 1, 2018 "," Facebook Reversal Lifts Markets, Though FAANG Jitters Linger "," getting louder and louder, though the question is who will be the replacement? Facebook? Amazon? (Amazon was talked about yesterday but absent a split would seem a prohibitively tough fit in the... "
982," Jan 30, 2018 "," Buffett-Bezos Health Plan Will Hinge on Buying Power, Technology "," get a handle on health-care costs for decades, with limited success. A new partnership between Amazon.com Inc., JPMorgan Chase & Co. and Berkshire Hathaway Inc. has the potential to be one of the... "
983," Jan 29, 2018 ", Analysts Optimistic With Tech Giants Set to Report Earnings ," Investment CEO Cathie Wood and Bloomberg's Julie Verhage preview earnings for Facebook, Apple and Amazon on ""Bloomberg Technology.""... "
984," Feb 2, 2018 ", Ex-Blackstone Exec’s Sharp Elbows Were Too Pointy for Airbnb ," iPhone; die by the iPhone. Apple’s phone sales missed targets in the all-important holiday season.Amazon soars, while Alphabet misses targets. Jeff Bezos strikes again—and becomes $6.5 billion richer... "
985," Feb 1, 2018 "," After 3,800% Rally, CEO of Brazil Retailer Says It's Still Cheap "," stores across Brazil.The stock in terms of price per earnings and other metrics is ""far away from Amazon, MercadoLibre, from stocks that are perceived as tech stocks so I see room for improving,"" Chief... "
986," Jan 29, 2018 ", Kroger Needs Boxed Like Walmart Needed Jet.com ," keep up with what rivals are already doing, rather than sprint ahead of them. And even though Amazon.com Inc. hasn't done much yet with its acquisition of Whole Foods Market, that tie-up was a wake-up... "
987," Feb 1, 2018 "," Alphabet Profit Falls Short on Google's Ad, Marketing Costs "," the rise in mobile ads. In the fourth quarter, cost-per-click fell 14 percent. In recent months Amazon.com Inc. has expanded its ad engine aggressively, aiming for many of the same digital budgets... "
988," Feb 1, 2018 "," Royal Mail Jumps as Deal Caps Pensions, Extends Delivery Hours ", as vital in Royal Mail’s battle to retain market share as smaller firms chase its business and Amazon.com Inc. moves to create its own logistics network. Operating profit for the year through March... 
989," Feb 1, 2018 ", UPS Shareholders Will Have to Wait to Celebrate , shipments are all the more troubling as Amazon.com Inc. prepares to make more inroads into its business. Bloomberg News reported earlier this week that Amazon is expanding a logistics service for... 
990," Jan 29, 2018 ", Aegis Capital Sees Accelerated Growth for Tech Stocks ,"  Facebook, Amazon and Alphabet. He speaks with Bloomberg’s Alix Steel on ""Bloomberg Markets: The Open."" Anthony, his family, and firm, do not own shares of Twitter, Facebook, Amazon, or Alphabet... "
991," Jan 30, 2018 ", Tech Earnings Preview: Giants Post Growth Even as Threats Loom ," on whether the advertiser boycott from inappropriate content on YouTube is affecting growth.AmazonAmazon.com Inc., reporting on Thursday, may be the company with the fewest sore spots heading into... "
